1130.55500	23.05000	860.58500	240.98230	2462.41772	1346.26685	0.38820
1130.61100	23.05000	860.58500	240.98230	2462.41772	1346.26685	0.38820
1130.66700	23.05000	860.58500	240.98230	2462.41772	1346.26685	0.38820
1130.72300	23.05000	860.58500	240.98230	2462.41772	1346.26685	0.38820
1130.77900	23.05000	860.58500	240.98230	2462.41772	1346.26685	0.38820
1130.83500	23.05000	860.58500	240.98230	2462.41772	1346.26685	0.38820
1130.89200	23.05000	860.58500	240.98230	2462.41772	1346.26685	0.38820
1130.94800	23.05000	860.58500	240.98230	2462.41772	1346.26685	0.38820
1131.00500	23.05000	860.58500	240.98230	2462.41772	1346.26685	0.38820
1131.06200	23.05000	860.58500	240.98230	2462.41772	1346.26685	0.38820
1131.11800	23.05000	860.58500	240.98230	2462.43750	1346.02698	0.38629
1131.17400	23.05000	860.58500	240.98230	2462.43750	1346.02698	0.38629
1131.23000	23.05000	860.58500	240.98230	2462.43750	1346.02698	0.38629
1131.28900	23.05000	860.58500	240.98230	2462.43750	1346.02698	0.38629
1131.34600	23.05000	860.58500	240.98230	2462.43750	1346.02698	0.38629
1131.40300	23.05000	860.58500	240.98230	2462.43750	1346.02698	0.38629
1131.45900	23.05000	860.58500	240.98230	2462.43750	1346.02698	0.38628
1131.51600	23.05000	860.58500	240.98230	2462.43750	1346.02698	0.38629
1131.57100	23.05000	860.58500	240.98230	2462.43750	1346.02698	0.38629
1131.62700	23.05000	860.58500	240.98230	2462.43750	1346.02698	0.38629
1131.68300	23.05000	860.58500	240.98230	2462.64014	1345.96790	0.38483
1131.74000	23.05000	860.58500	240.98230	2462.64014	1345.96790	0.38483
1131.79900	23.05000	860.58500	240.98230	2462.64014	1345.96790	0.38483
1131.85500	23.05000	860.58500	240.98230	2462.64014	1345.96790	0.38483
1131.91200	23.05000	860.58500	240.98230	2462.64014	1345.96790	0.38483
1131.96900	23.05000	860.58500	240.98230	2462.64014	1345.96790	0.38483
1132.02500	23.05000	860.58500	240.98230	2462.64014	1345.96790	0.38483
1132.08100	23.05000	860.58500	240.98230	2462.64014	1345.96790	0.38483
1132.13700	23.05000	860.58500	240.98230	2462.64014	1345.96790	0.38483
1132.19300	23.05000	860.58500	240.98230	2462.64014	1345.96790	0.38483
1132.24900	23.05000	860.58500	240.98230	2462.51074	1345.93091	0.38294
1132.30700	23.05000	860.58500	240.98230	2462.51074	1345.93091	0.38294
1132.36300	23.05000	860.58500	240.98230	2462.51074	1345.93091	0.38294
