0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
1662.41809	1362.06177	979.51257	1010.19324	2559.39673	2320.79004
1662.41809	1362.06177	979.51257	1010.19324	2559.39673	2320.79004
1662.41809	1362.06177	979.51257	1010.19324	2559.39673	2320.79004
1662.41809	1362.06177	979.51257	1010.19324	2559.39673	2320.79004
1662.41809	1362.06177	979.51257	1010.19324	2559.39673	2320.79004
1662.41809	1362.06177	979.51257	1010.19324	2559.39673	2320.79004
1662.41809	1362.06177	979.51257	1010.19324	2559.39673	2320.79004
1662.41809	1362.06177	979.51257	1010.19324	2559.39673	2320.79004
1662.41809	1362.06177	979.51257	1010.19324	2559.39673	2320.79004
1662.41809	1362.06177	979.51257	1010.19324	2559.39673	2320.79004
1662.46362	1361.89087	979.40021	1010.08057	2559.21826	2321.07324
1662.46362	1361.89087	979.40021	1010.08057	2559.21826	2321.07324
1662.46362	1361.89087	979.40021	1010.08057	2559.21826	2321.07324
1662.46362	1361.89087	979.40021	1010.08057	2559.21826	2321.07324
1662.46362	1361.89087	979.40021	1010.08057	2559.21826	2321.07324
1662.46362	1361.89087	979.40021	1010.08057	2559.21826	2321.07324
1662.46362	1361.89087	979.40021	1010.08057	2559.21826	2321.07324
1662.46362	1361.89087	979.40021	1010.08057	2559.21826	2321.07324
1662.46362	1361.89087	979.40021	1010.08057	2559.21826	2321.07324
1662.46362	1361.89087	979.40021	1010.08057	2559.21826	2321.07324
1662.24976	1362.00659	979.88928	1010.64960	2559.34131	2320.86938
1662.24976	1362.00659	979.88928	1010.64960	2559.34131	2320.86938
1662.24976	1362.00659	979.88928	1010.64960	2559.34131	2320.86938
1662.24976	1362.00659	979.88928	1010.64960	2559.34131	2320.86938
1662.24976	1362.00659	979.88928	1010.64960	2559.34131	2320.86938
1662.24976	1362.00659	979.88928	1010.64960	2559.34131	2320.86938
1662.24976	1362.00659	979.88928	1010.64960	2559.34131	2320.86938
1662.24976	1362.00659	979.88928	1010.64960	2559.34131	2320.86938
1662.24976	1362.00659	979.88928	1010.64960	2559.34131	2320.86938
1662.24976	1362.00659	979.88928	1010.64960	2559.34131	2320.86938
1662.95007	1361.98596	979.67981	1010.71210	2559.42773	2320.87866
1662.95007	1361.98596	979.67981	1010.71210	2559.42773	2320.87866
1662.95007	1361.98596	979.67981	1010.71210	2559.42773	2320.87866
1662.95007	1361.98596	979.67981	1010.71210	2559.42773	2320.87866
1662.95007	1361.98596	979.67981	1010.71210	2559.42773	2320.87866
1662.95007	1361.98596	979.67981	1010.71210	2559.42773	2320.87866
1662.95007	1361.98596	979.67981	1010.71210	2559.42773	2320.87866
1662.95007	1361.98596	979.67981	1010.71210	2559.42773	2320.87866
1662.95007	1361.98596	979.67981	1010.71210	2559.42773	2320.87866
1662.95007	1361.98596	979.67981	1010.71210	2559.42773	2320.87866
1662.65808	1362.06299	979.54425	1011.20782	2559.48486	2321.13477
1662.65808	1362.06299	979.54425	1011.20782	2559.48486	2321.13477
1662.65808	1362.06299	979.54425	1011.20782	2559.48486	2321.13477
1662.65808	1362.06299	979.54425	1011.20782	2559.48486	2321.13477
1662.65808	1362.06299	979.54425	1011.20782	2559.48486	2321.13477
1662.65808	1362.06299	979.54425	1011.20782	2559.48486	2321.13477
1662.65808	1362.06299	979.54425	1011.20782	2559.48486	2321.13477
1662.65808	1362.06299	979.54425	1011.20782	2559.48486	2321.13477
1662.65808	1362.06299	979.54425	1011.20782	2559.48486	2321.13477
1662.65808	1362.06299	979.54425	1011.20782	2559.48486	2321.13477
1663.25610	1362.46948	979.89819	1010.04810	2559.35840	2320.93628
1663.25610	1362.46948	979.89819	1010.04810	2559.35840	2320.93628
1663.25610	1362.46948	979.89819	1010.04810	2559.35840	2320.93628
1663.25610	1362.46948	979.89819	1010.04810	2559.35840	2320.93628
1663.25610	1362.46948	979.89819	1010.04810	2559.35840	2320.93628
1663.25610	1362.46948	979.89819	1010.04810	2559.35840	2320.93628
1663.25610	1362.46948	979.89819	1010.04810	2559.35840	2320.93628
1663.25610	1362.46948	979.89819	1010.04810	2559.35840	2320.93628
1663.25610	1362.46948	979.89819	1010.04810	2559.35840	2320.93628
1663.25610	1362.46948	979.89819	1010.04810	2559.35840	2320.93628
1662.55286	1362.11157	980.04736	1010.36450	2559.43164	2320.92578
1662.55286	1362.11157	980.04736	1010.36450	2559.43164	2320.92578
1662.55286	1362.11157	980.04736	1010.36450	2559.43164	2320.92578
1662.55286	1362.11157	980.04736	1010.36450	2559.43164	2320.92578
1662.55286	1362.11157	980.04736	1010.36450	2559.43164	2320.92578
1662.55286	1362.11157	980.04736	1010.36450	2559.43164	2320.92578
1662.55286	1362.11157	980.04736	1010.36450	2559.43164	2320.92578
1662.55286	1362.11157	980.04736	1010.36450	2559.43164	2320.92578
1662.55286	1362.11157	980.04736	1010.36450	2559.43164	2320.92578
1662.55286	1362.11157	980.04736	1010.36450	2559.43164	2320.92578
1662.50415	1362.17090	979.81995	1010.72601	2559.32275	2321.45215
1662.50415	1362.17090	979.81995	1010.72601	2559.32275	2321.45215
1662.50415	1362.17090	979.81995	1010.72601	2559.32275	2321.45215
1662.50415	1362.17090	979.81995	1010.72601	2559.32275	2321.45215
1662.50415	1362.17090	979.81995	1010.72601	2559.32275	2321.45215
1662.50415	1362.17090	979.81995	1010.72601	2559.32275	2321.45215
1662.50415	1362.17090	979.81995	1010.72601	2559.32275	2321.45215
1662.50415	1362.17090	979.81995	1010.72601	2559.32275	2321.45215
1662.50415	1362.17090	979.81995	1010.72601	2559.32275	2321.45215
1662.50415	1362.17090	979.81995	1010.72601	2559.32275	2321.45215
1662.49658	1362.22241	979.88818	1010.95105	2559.57349	2321.12695
1662.49658	1362.22241	979.88818	1010.95105	2559.57349	2321.12695
1662.49658	1362.22241	979.88818	1010.95105	2559.57349	2321.12695
1662.49658	1362.22241	979.88818	1010.95105	2559.57349	2321.12695
1662.49658	1362.22241	979.88818	1010.95105	2559.57349	2321.12695
1662.49658	1362.22241	979.88818	1010.95105	2559.57349	2321.12695
1662.49658	1362.22241	979.88818	1010.95105	2559.57349	2321.12695
1662.49658	1362.22241	979.88818	1010.95105	2559.57349	2321.12695
1662.49658	1362.22241	979.88818	1010.95105	2559.57349	2321.12695
1662.49658	1362.22241	979.88818	1010.95105	2559.57349	2321.12695
1662.25110	1361.98047	979.37640	1010.17554	2559.33691	2321.06934
