502.82400	23.02060	478.98100	207.43290	1924.17078	1663.03418	0.73043	1517.55371	1361.80688	0.82596	1466.12671	979.90778	0.41830	2616.69238	1009.98199	0.80682	2478.95313	2559.22461	0.71316	2861.42236	2321.12012	0.75206
502.87400	23.02060	478.98100	207.43880	1924.17078	1663.03418	0.73043	1517.55371	1361.80688	0.82596	1466.12671	979.90778	0.41829	2616.69238	1009.98199	0.80682	2478.95313	2559.22461	0.71316	2861.42236	2321.12012	0.75206
502.92500	23.02060	478.98100	207.42700	1924.17078	1663.03418	0.73043	1517.55371	1361.80688	0.82596	1466.12671	979.90778	0.41830	2616.69238	1009.98199	0.80682	2478.95313	2559.22461	0.71316	2861.42236	2321.12012	0.75206
502.97600	23.02060	478.98100	207.43290	1924.17078	1663.03418	0.73043	1517.55371	1361.80688	0.82596	1466.12671	979.90778	0.41830	2616.69238	1009.98199	0.80682	2478.95313	2559.22461	0.71316	2861.42236	2321.12012	0.75206
503.02600	23.01010	478.98100	207.42700	1924.17078	1663.03418	0.73043	1517.55371	1361.80688	0.82596	1466.12671	979.90778	0.41829	2616.69238	1009.98199	0.80682	2478.95313	2559.22461	0.71316	2861.42236	2321.12012	0.75206
503.07600	23.01010	478.98100	207.43290	1924.17078	1663.03418	0.73043	1517.55371	1361.80688	0.82596	1466.12671	979.90778	0.41830	2616.69238	1009.98199	0.80682	2478.95313	2559.22461	0.71316	2861.42236	2321.12012	0.75206
503.12700	23.01010	478.98100	207.42700	1924.17078	1663.03418	0.73043	1517.55371	1361.80688	0.82596	1466.12671	979.90778	0.41829	2616.69238	1009.98199	0.80682	2478.95313	2559.22461	0.71316	2861.42236	2321.12012	0.75206
503.17800	23.01010	478.98100	207.42700	1924.17078	1663.03418	0.73043	1517.55371	1361.80688	0.82596	1466.12671	979.90778	0.41830	2616.69238	1009.98199	0.80682	2478.95313	2559.22461	0.71316	2861.42236	2321.12012	0.75206
503.22800	23.01010	478.98100	207.42110	1924.17078	1663.03418	0.73043	1517.55371	1361.80688	0.82596	1466.12671	979.90778	0.41830	2616.69238	1009.98199	0.80682	2478.95313	2559.22461	0.71316	2861.42236	2321.12012	0.75206
503.27800	23.01010	478.98100	207.43290	1924.17078	1663.03418	0.73043	1517.55371	1361.80688	0.82596	1466.12671	979.90778	0.41830	2616.69238	1009.98199	0.80682	2478.95313	2559.22461	0.71316	2861.42236	2321.12012	0.75206
503.32900	23.01010	478.98100	207.42700	1924.14807	1662.61145	0.72729	1517.74426	1361.94189	0.81621	1465.78735	979.27533	0.05943	2616.67383	1010.67920	0.80886	2478.97900	2559.65601	0.73939	2861.45020	2321.30737	0.74236
503.37900	23.00840	478.98100	207.42700	1924.14807	1662.61145	0.72729	1517.74426	1361.94189	0.81621	1465.78735	979.27533	0.05943	2616.67383	1010.67920	0.80886	2478.97900	2559.65601	0.73939	2861.45020	2321.30737	0.74236
503.42900	23.00840	478.98100	207.42700	1924.14807	1662.61145	0.72729	1517.74426	1361.94189	0.81621	1465.78735	979.27533	0.05943	2616.67383	1010.67920	0.80886	2478.97900	2559.65601	0.73939	2861.45020	2321.30737	0.74236
503.47900	23.00840	478.98100	207.43290	1924.14807	1662.61145	0.72729	1517.74426	1361.94189	0.81621	1465.78735	979.27533	0.05943	2616.67383	1010.67920	0.80886	2478.97900	2559.65601	0.73939	2861.45020	2321.30737	0.74236
503.53100	23.00840	478.98100	207.43290	1924.14807	1662.61145	0.72729	1517.74426	1361.94189	0.81621	1465.78735	979.27533	0.05943	2616.67383	1010.67920	0.80886	2478.97900	2559.65601	0.73939	2861.45020	2321.30737	0.74236
503.58100	23.00840	478.98100	207.43290	1924.14807	1662.61145	0.72729	1517.74426	1361.94189	0.81621	1465.78735	979.27533	0.05943	2616.67383	1010.67920	0.80886	2478.97900	2559.65601	0.73939	2861.45020	2321.30737	0.74236
503.63200	23.00840	478.98100	207.42700	1924.14807	1662.61145	0.72729	1517.74426	1361.94189	0.81621	1465.78735	979.27533	0.05944	2616.67383	1010.67920	0.80886	2478.97900	2559.65601	0.73939	2861.45020	2321.30737	0.74236
503.68200	23.00840	478.98100	207.43290	1924.14807	1662.61145	0.72729	1517.74426	1361.94189	0.81621	1465.78735	979.27533	0.05943	2616.67383	1010.67920	0.80886	2478.97900	2559.65601	0.73939	2861.45020	2321.30737	0.74236
503.73400	23.00840	478.98100	207.42700	1924.14807	1662.61145	0.72729	1517.74426	1361.94189	0.81621	1465.78735	979.27533	0.05943	2616.67383	1010.67920	0.80886	2478.97900	2559.65601	0.73939	2861.45020	2321.30737	0.74236
503.78400	23.00840	478.98100	207.42110	1924.14807	1662.61145	0.72729	1517.74426	1361.94189	0.81621	1465.78735	979.27533	0.05943	2616.67383	1010.67920	0.80886	2478.97900	2559.65601	0.73939	2861.45020	2321.30737	0.74236
503.83300	23.00840	478.98100	207.43290	1924.52100	1662.90747	0.72965	1517.72327	1362.28906	0.82055	1466.15051	979.79797	0.08026	2616.82813	1010.40247	0.80801	2478.88135	2559.49414	0.73216	2861.51807	2321.54639	0.75195
503.88300	23.00840	478.98100	207.43290	1924.52100	1662.90747	0.72965	1517.72327	1362.28906	0.82055	1466.15051	979.79797	0.08026	2616.82813	1010.40247	0.80801	2478.88135	2559.49414	0.73216	2861.51807	2321.54639	0.75195
503.93300	23.00840	478.98100	207.43290	1924.52100	1662.90747	0.72965	1517.72327	1362.28906	0.82055	1466.15051	979.79797	0.08026	2616.82813	1010.40247	0.80801	2478.88135	2559.49414	0.73216	2861.51807	2321.54639	0.75195
503.98300	23.00840	478.98100	207.42700	1924.52100	1662.90747	0.72965	1517.72327	1362.28906	0.82055	1466.15051	979.79797	0.08026	2616.82813	1010.40247	0.80801	2478.88135	2559.49414	0.73216	2861.51807	2321.54639	0.75195
504.03400	23.00800	478.98100	207.42700	1924.52100	1662.90747	0.72965	1517.72327	1362.28906	0.82055	1466.15051	979.79797	0.08026	2616.82813	1010.40247	0.80801	2478.88135	2559.49414	0.73216	2861.51807	2321.54639	0.75195
504.08400	23.00800	478.98100	207.43290	1924.52100	1662.90747	0.72965	1517.72327	1362.28906	0.82055	1466.15051	979.79797	0.08026	2616.82813	1010.40247	0.80801	2478.88135	2559.49414	0.73216	2861.51807	2321.54639	0.75195
504.13500	23.00800	478.98100	207.43880	1924.52100	1662.90747	0.72965	1517.72327	1362.28906	0.82055	1466.15051	979.79797	0.08026	2616.82813	1010.40247	0.80801	2478.88135	2559.49414	0.73216	2861.51807	2321.54639	0.75195
504.18400	23.00800	478.98100	207.42700	1924.52100	1662.90747	0.72965	1517.72327	1362.28906	0.82055	1466.15051	979.79797	0.08026	2616.82813	1010.40247	0.80801	2478.88135	2559.49414	0.73216	2861.51807	2321.54639	0.75195
504.23400	23.00800	478.98100	207.43880	1924.52100	1662.90747	0.72965	1517.72327	1362.28906	0.82055	1466.15051	979.79797	0.08026	2616.82813	1010.40247	0.80801	2478.88135	2559.49414	0.73216	2861.51807	2321.54639	0.75195
504.28400	23.00800	478.98100	207.42700	1924.52100	1662.90747	0.72965	1517.72327	1362.28906	0.82055	1466.15051	979.79797	0.08026	2616.82813	1010.40247	0.80801	2478.88135	2559.49414	0.73216	2861.51807	2321.54639	0.75195
504.33400	22.99860	478.98100	207.43290	1924.23584	1663.03223	0.72594	1517.38721	1362.40283	0.81290	1465.66296	979.59235	0.42266	2616.57031	1010.92639	0.80790	2478.94385	2559.19287	0.72225	2861.54785	2321.90137	0.73246
504.38400	22.99860	478.98100	207.42700	1924.23584	1663.03223	0.72594	1517.38721	1362.40283	0.81290	1465.66296	979.59235	0.42266	2616.57031	1010.92639	0.80790	2478.94385	2559.19287	0.72225	2861.54785	2321.90137	0.73246
504.43500	22.99860	478.98100	207.42700	1924.23584	1663.03223	0.72594	1517.38721	1362.40283	0.81290	1465.66296	979.59235	0.42266	2616.57031	1010.92639	0.80790	2478.94385	2559.19287	0.72225	2861.54785	2321.90137	0.73246
504.48500	22.99880	478.98100	207.43880	1924.23584	1663.03223	0.72594	1517.38721	1362.40283	0.81290	1465.66296	979.59235	0.42266	2616.57031	1010.92639	0.80790	2478.94385	2559.19287	0.72225	2861.54785	2321.90137	0.73246
504.53500	22.99880	478.98100	207.43290	1924.23584	1663.03223	0.72594	1517.38721	1362.40283	0.81290	1465.66296	979.59235	0.42266	2616.57031	1010.92639	0.80790	2478.94385	2559.19287	0.72225	2861.54785	2321.90137	0.73246
504.58500	22.99880	478.98100	207.42700	1924.23584	1663.03223	0.72594	1517.38721	1362.40283	0.81290	1465.66296	979.59235	0.42266	2616.57031	1010.92639	0.80790	2478.94385	2559.19287	0.72225	2861.54785	2321.90137	0.73246
504.63500	22.99880	478.98100	207.42700	1924.23584	1663.03223	0.72594	1517.38721	1362.40283	0.81290	1465.66296	979.59235	0.42266	2616.57031	1010.92639	0.80790	2478.94385	2559.19287	0.72225	2861.54785	2321.90137	0.73246
504.68500	22.99880	478.98100	207.42700	1924.23584	1663.03223	0.72594	1517.38721	1362.40283	0.81290	1465.66296	979.59235	0.42266	2616.57031	1010.92639	0.80790	2478.94385	2559.19287	0.72225	2861.54785	2321.90137	0.73246
504.73600	22.99880	478.98100	207.42700	1924.23584	1663.03223	0.72594	1517.38721	1362.40283	0.81290	1465.66296	979.59235	0.42266	2616.57031	1010.92639	0.80790	2478.94385	2559.19287	0.72225	2861.54785	2321.90137	0.73246
504.78700	22.99880	478.98100	207.42110	1924.23584	1663.03223	0.72594	1517.38721	1362.40283	0.81290	1465.66296	979.59235	0.42266	2616.57031	1010.92639	0.80790	2478.94385	2559.19287	0.72225	2861.54785	2321.90137	0.73246
504.83600	22.99880	478.98100	207.42700	1924.14014	1662.79932	0.72636	1517.61438	1362.00903	0.81565	1465.79895	979.86304	0.40734	2616.61548	1010.85730	0.81472	2478.84082	2559.34814	0.72832	2861.26074	2321.11865	0.75316
504.88700	22.99880	478.98100	207.42110	1924.14014	1662.79932	0.72636	1517.61438	1362.00903	0.81565	1465.79895	979.86304	0.40734	2616.61548	1010.85730	0.81472	2478.84082	2559.34814	0.72832	2861.26074	2321.11865	0.75316
504.93800	22.99880	478.98100	207.43290	1924.14014	1662.79932	0.72636	1517.61438	1362.00903	0.81565	1465.79895	979.86304	0.40733	2616.61548	1010.85730	0.81472	2478.84082	2559.34814	0.72832	2861.26074	2321.11865	0.75316
504.98800	22.99880	478.98100	207.42700	1924.14014	1662.79932	0.72636	1517.61438	1362.00903	0.81565	1465.79895	979.86304	0.40734	2616.61548	1010.85730	0.81472	2478.84082	2559.34814	0.72832	2861.26074	2321.11865	0.75316
505.03800	22.99880	478.98100	207.42700	1924.14014	1662.79932	0.72636	1517.61438	1362.00903	0.81565	1465.79895	979.86304	0.40734	2616.61548	1010.85730	0.81472	2478.84082	2559.34814	0.72832	2861.26074	2321.11865	0.75316
505.08800	22.99880	478.98100	207.43290	1924.14014	1662.79932	0.72636	1517.61438	1362.00903	0.81565	1465.79895	979.86304	0.40734	2616.61548	1010.85730	0.81472	2478.84082	2559.34814	0.72832	2861.26074	2321.11865	0.75316
