247.58200	22.25080	476.82800	217.27420	2552.95288	1713.99854	0.17839	2630.75269	1375.63745	0.16092	1880.88562	1554.64221	0.16708
247.63500	22.25080	476.82800	217.27420	2552.95288	1713.99854	0.17839	2630.75269	1375.63745	0.16092	1880.88562	1554.64221	0.16708
247.68300	22.25060	476.82800	217.28010	2552.95288	1713.99854	0.17839	2630.75269	1375.63745	0.16092	1880.88562	1554.64221	0.16708
247.73600	22.25060	476.82800	217.28610	2552.95288	1713.99854	0.17839	2630.75269	1375.63745	0.16092	1880.88562	1554.64221	0.16708
247.78400	22.25060	476.82800	217.28010	2552.95288	1713.99854	0.17839	2630.75269	1375.63745	0.16092	1880.88562	1554.64221	0.16708
247.83700	22.25060	476.82800	217.28010	2552.95288	1713.99854	0.17839	2630.75269	1375.63745	0.16092	1880.88562	1554.64221	0.16708
247.88400	22.25060	476.82800	217.26830	2552.95288	1713.99854	0.17839	2630.75269	1375.63745	0.16092	1880.88562	1554.64221	0.16708
247.93700	22.25060	476.82800	217.28610	2552.95288	1713.99854	0.17839	2630.75269	1375.63745	0.16092	1880.88562	1554.64221	0.16708
247.98600	22.25060	476.82800	217.27420	2552.95288	1713.99854	0.17839	2630.75269	1375.63745	0.16092	1880.88562	1554.64221	0.16708
248.03800	22.25060	476.82800	217.28610	2552.95288	1713.99854	0.17839	2630.75269	1375.63745	0.16092	1880.88562	1554.64221	0.16708
248.08600	22.25060	476.82800	217.28610	2552.83618	1713.48132	0.16658	2630.73511	1375.68384	0.16119	1881.04199	1554.05640	0.16818
248.13600	22.25060	476.82800	217.29200	2552.83618	1713.48132	0.16658	2630.73511	1375.68384	0.16119	1881.04199	1554.05640	0.16819
248.18300	22.25050	476.82800	217.28610	2552.83618	1713.48132	0.16658	2630.73511	1375.68384	0.16119	1881.04199	1554.05640	0.16818
248.23500	22.25050	476.82800	217.28610	2552.83618	1713.48132	0.16658	2630.73511	1375.68384	0.16119	1881.04199	1554.05640	0.16818
248.28300	22.23960	476.82800	217.28610	2552.83618	1713.48132	0.16658	2630.73511	1375.68384	0.16119	1881.04199	1554.05640	0.16818
248.33500	22.23960	476.82800	217.29200	2552.83618	1713.48132	0.16658	2630.73511	1375.68384	0.16119	1881.04199	1554.05640	0.16818
248.38400	22.23960	476.82800	217.28610	2552.83618	1713.48132	0.16658	2630.73511	1375.68384	0.16119	1881.04199	1554.05640	0.16818
248.43600	22.23960	476.82800	217.29200	2552.83618	1713.48132	0.16658	2630.73511	1375.68384	0.16119	1881.04199	1554.05640	0.16818
248.48400	22.23960	476.82800	217.28010	2552.83618	1713.48132	0.16658	2630.73511	1375.68384	0.16119	1881.04199	1554.05640	0.16819
248.53700	22.23960	476.82800	217.27420	2552.83618	1713.48132	0.16658	2630.73511	1375.68384	0.16119	1881.04199	1554.05640	0.16818
248.58400	22.23960	476.82800	217.28010	2552.99414	1713.75427	0.18696	2630.73291	1375.90796	0.16591	1880.69690	1554.27271	0.16628
248.63300	22.23960	476.82800	217.26830	2552.99414	1713.75427	0.18696	2630.73291	1375.90796	0.16591	1880.69690	1554.27271	0.16628
248.68100	22.23110	476.82800	217.26830	2552.99414	1713.75427	0.18696	2630.73291	1375.90796	0.16591	1880.69690	1554.27271	0.16628
248.73300	22.23110	476.82800	217.28010	2552.99414	1713.75427	0.18696	2630.73291	1375.90796	0.16591	1880.69690	1554.27271	0.16628
248.78100	22.23130	476.82800	217.27420	2552.99414	1713.75427	0.18696	2630.73291	1375.90796	0.16591	1880.69690	1554.27271	0.16628
248.83500	22.23130	476.82800	217.27420	2552.99414	1713.75427	0.18696	2630.73291	1375.90796	0.16591	1880.69690	1554.27271	0.16628
248.88300	22.23130	476.82800	217.28010	2552.99414	1713.75427	0.18696	2630.73291	1375.90796	0.16591	1880.69690	1554.27271	0.16628
248.93500	22.23130	476.82800	217.28610	2552.99414	1713.75427	0.18696	2630.73291	1375.90796	0.16591	1880.69690	1554.27271	0.16628
248.98300	22.23130	476.82800	217.28010	2552.99414	1713.75427	0.18696	2630.73291	1375.90796	0.16591	1880.69690	1554.27271	0.16628
249.03500	22.23130	476.82800	217.29200	2552.99414	1713.75427	0.18696	2630.73291	1375.90796	0.16591	1880.69690	1554.27271	0.16628
249.08300	22.23130	476.82800	217.28610	2552.98218	1713.68738	0.18234	2630.78174	1375.75610	0.16529	1881.03638	1554.63123	0.16982
249.13500	22.23130	476.82800	217.28010	2552.98218	1713.68738	0.18234	2630.78174	1375.75610	0.16529	1881.03638	1554.63123	0.16982
