0.00000	0.00000	0.00000
0.00000	0.00000	0.00000
0.00000	0.00000	0.00000
0.00000	0.00000	0.00000
0.00000	0.00000	0.00000
0.00000	0.00000	0.00000
0.00000	0.00000	0.00000
0.00000	0.00000	0.00000
0.00000	0.00000	0.00000
0.00000	0.00000	0.00000
1713.75488	1375.53137	1553.91809
1713.75488	1375.53137	1553.91809
1713.75488	1375.53137	1553.91809
1713.75488	1375.53137	1553.91809
1713.75488	1375.53137	1553.91809
1713.75488	1375.53137	1553.91809
1713.75488	1375.53137	1553.91809
1713.75488	1375.53137	1553.91809
1713.75488	1375.53137	1553.91809
1713.75488	1375.53137	1553.91809
1713.50354	1375.49280	1553.96948
1713.50354	1375.49280	1553.96948
1713.50354	1375.49280	1553.96948
1713.50354	1375.49280	1553.96948
1713.50354	1375.49280	1553.96948
1713.50354	1375.49280	1553.96948
1713.50354	1375.49280	1553.96948
1713.50354	1375.49280	1553.96948
1713.50354	1375.49280	1553.96948
1713.50354	1375.49280	1553.96948
1713.56921	1375.43689	1554.19373
1713.56921	1375.43689	1554.19373
1713.56921	1375.43689	1554.19373
1713.56921	1375.43689	1554.19373
1713.56921	1375.43689	1554.19373
1713.56921	1375.43689	1554.19373
1713.56921	1375.43689	1554.19373
1713.56921	1375.43689	1554.19373
1713.56921	1375.43689	1554.19373
1713.56921	1375.43689	1554.19373
1713.71631	1375.74463	1554.03333
1713.71631	1375.74463	1554.03333
1713.71631	1375.74463	1554.03333
1713.71631	1375.74463	1554.03333
1713.71631	1375.74463	1554.03333
1713.71631	1375.74463	1554.03333
1713.71631	1375.74463	1554.03333
1713.71631	1375.74463	1554.03333
1713.71631	1375.74463	1554.03333
1713.71631	1375.74463	1554.03333
1713.30957	1375.15649	1554.22473
1713.30957	1375.15649	1554.22473
1713.30957	1375.15649	1554.22473
1713.30957	1375.15649	1554.22473
1713.30957	1375.15649	1554.22473
1713.30957	1375.15649	1554.22473
1713.30957	1375.15649	1554.22473
1713.30957	1375.15649	1554.22473
1713.30957	1375.15649	1554.22473
1713.30957	1375.15649	1554.22473
1713.52222	1375.43530	1554.10767
1713.52222	1375.43530	1554.10767
1713.52222	1375.43530	1554.10767
1713.52222	1375.43530	1554.10767
1713.52222	1375.43530	1554.10767
