0.00000	0.00000	0.00000
0.00000	0.00000	0.00000
0.00000	0.00000	0.00000
0.00000	0.00000	0.00000
0.00000	0.00000	0.00000
0.00000	0.00000	0.00000
0.00000	0.00000	0.00000
0.00000	0.00000	0.00000
0.00000	0.00000	0.00000
0.00000	0.00000	0.00000
2552.79346	2630.51025	1880.48425
2552.79346	2630.51025	1880.48425
2552.79346	2630.51025	1880.48425
2552.79346	2630.51025	1880.48425
2552.79346	2630.51025	1880.48425
2552.79346	2630.51025	1880.48425
2552.79346	2630.51025	1880.48425
2552.79346	2630.51025	1880.48425
2552.79346	2630.51025	1880.48425
2552.79346	2630.51025	1880.48425
2552.81958	2630.47461	1880.71533
2552.81958	2630.47461	1880.71533
2552.81958	2630.47461	1880.71533
2552.81958	2630.47461	1880.71533
2552.81958	2630.47461	1880.71533
2552.81958	2630.47461	1880.71533
2552.81958	2630.47461	1880.71533
2552.81958	2630.47461	1880.71533
2552.81958	2630.47461	1880.71533
2552.81958	2630.47461	1880.71533
2552.82568	2630.61255	1880.67432
2552.82568	2630.61255	1880.67432
2552.82568	2630.61255	1880.67432
2552.82568	2630.61255	1880.67432
2552.82568	2630.61255	1880.67432
2552.82568	2630.61255	1880.67432
2552.82568	2630.61255	1880.67432
2552.82568	2630.61255	1880.67432
2552.82568	2630.61255	1880.67432
2552.82568	2630.61255	1880.67432
2552.82324	2630.59058	1880.55615
2552.82324	2630.59058	1880.55615
2552.82324	2630.59058	1880.55615
2552.82324	2630.59058	1880.55615
2552.82324	2630.59058	1880.55615
2552.82324	2630.59058	1880.55615
2552.82324	2630.59058	1880.55615
2552.82324	2630.59058	1880.55615
2552.82324	2630.59058	1880.55615
2552.82324	2630.59058	1880.55615
2552.84399	2630.59717	1881.02759
2552.84399	2630.59717	1881.02759
2552.84399	2630.59717	1881.02759
2552.84399	2630.59717	1881.02759
2552.84399	2630.59717	1881.02759
2552.84399	2630.59717	1881.02759
2552.84399	2630.59717	1881.02759
2552.84399	2630.59717	1881.02759
2552.84399	2630.59717	1881.02759
2552.84399	2630.59717	1881.02759
2552.82031	2630.59961	1880.82947
2552.82031	2630.59961	1880.82947
2552.82031	2630.59961	1880.82947
2552.82031	2630.59961	1880.82947
2552.82031	2630.59961	1880.82947
