0.00900	22.40000	476.46800	207.69570	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.05800	22.40000	476.46800	207.68980	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.11000	22.39990	476.46800	207.69570	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.15900	22.39990	476.46800	207.68980	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.21000	22.39990	476.46800	207.68390	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.26100	22.39990	476.46800	207.69570	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.31300	22.39990	476.46800	207.68980	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.36300	22.39990	476.46800	207.68980	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.41300	22.39990	476.46800	207.68980	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.46200	22.39990	476.46800	207.69570	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.56300	22.39990	476.46800	207.68980	2225.45386	1646.01074	0.94613	2045.53076	1681.63318	NaN
0.61200	22.39990	476.46800	207.69570	2225.45386	1646.01074	0.94613	2045.53076	1681.63318	NaN
0.66300	22.39990	476.46800	207.69570	2225.45386	1646.01074	0.94613	2045.53076	1681.63318	NaN
0.71300	22.39990	476.46800	207.69570	2225.45386	1646.01074	0.94613	2045.53076	1681.63318	NaN
0.76400	22.39990	476.46800	207.70160	2225.45386	1646.01074	0.94613	2045.53076	1681.63318	NaN
0.81400	22.39990	476.46800	207.70750	2225.45386	1646.01074	0.94613	2045.53076	1681.63318	NaN
0.86400	22.39990	476.46800	207.70160	2225.45386	1646.01074	0.94613	2045.53076	1681.63318	NaN
0.91400	22.39990	476.46800	207.70750	2225.45386	1646.01074	0.94613	2045.53076	1681.63318	NaN
0.96500	22.39990	476.46800	207.70750	2225.45386	1646.01074	0.94613	2045.53076	1681.63318	NaN
1.01400	22.39990	476.46800	207.70750	2225.45386	1646.01074	0.94613	2045.53076	1681.63318	NaN
1.06500	22.39990	476.46800	207.69570	2225.31323	1645.63293	0.93152	2045.26367	1680.57324	0.93933
1.11500	22.39990	476.46800	207.70750	2225.31323	1645.63293	0.93152	2045.26367	1680.57324	0.93933
